PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV,year,month,day,time,station_number,station_latitude,station_longitude
388.0,6993,-45.7,-50.7,57,0.09,157,9,298.1,298.4,298.1,2016,12,02,00Z,4270,61.15,-45.43
378.0,7167,-46.5,-69.5,6,0.01,165,13,299.3,299.3,299.3,2016,12,02,00Z,4270,61.15,-45.43
366.0,7380,-47.3,-63.3,14,0.02,175,19,301.0,301.1,301.0,2016,12,02,00Z,4270,61.15,-45.43
354.0,7601,-46.1,-64.1,11,0.02,185,25,305.5,305.6,305.5,2016,12,02,00Z,4270,61.15,-45.43
348.0,7714,-46.6,-64.6,11,0.02,190,28,306.3,306.3,306.3,2016,12,02,00Z,4270,61.15,-45.43
335.0,7965,-47.8,-65.8,11,0.02,185,31,308.0,308.1,308.0,2016,12,02,00Z,4270,61.15,-45.43
325.0,8165,-48.7,-66.7,11,0.01,200,29,309.4,309.5,309.4,2016,12,02,00Z,4270,61.15,-45.43
319.0,8288,-49.3,-67.3,10,0.01,195,25,310.3,310.3,310.3,2016,12,02,00Z,4270,61.15,-45.43
300.0,8690,-49.3,-68.3,9,0.01,190,26,315.8,315.8,315.8,2016,12,02,00Z,4270,61.15,-45.43
296.0,8778,-49.1,-68.7,8,0.01,190,22,317.2,317.2,317.2,2016,12,02,00Z,4270,61.15,-45.43
258.0,9682,-47.5,-72.5,4,0.01,199,33,332.3,332.4,332.3,2016,12,02,00Z,4270,61.15,-45.43
255.0,9759,-47.3,-72.3,4,0.01,200,34,333.8,333.8,333.8,2016,12,02,00Z,4270,61.15,-45.43
250.0,9890,-46.9,-71.9,4,0.01,200,33,336.2,336.2,336.2,2016,12,02,00Z,4270,61.15,-45.43
242.0,10107,-46.8,-72.0,4,0.01,205,28,339.6,339.6,339.6,2016,12,02,00Z,4270,61.15,-45.43
227.0,10534,-46.5,-72.3,4,0.01,190,28,346.3,346.3,346.3,2016,12,02,00Z,4270,61.15,-45.43
200.0,11380,-45.9,-72.9,3,0.01,195,28,359.9,360.0,359.9,2016,12,02,00Z,4270,61.15,-45.43
199.0,11413,-45.9,-72.9,3,0.01,195,28,360.5,360.5,360.5,2016,12,02,00Z,4270,61.15,-45.43
191.0,11686,-45.6,-73.1,3,0.01,210,23,365.1,365.1,365.1,2016,12,02,00Z,4270,61.15,-45.43
182.0,12008,-45.4,-73.2,3,0.01,195,25,370.6,370.6,370.6,2016,12,02,00Z,4270,61.15,-45.43
179.0,12118,-45.3,-73.3,3,0.01,195,25,372.5,372.6,372.5,2016,12,02,00Z,4270,61.15,-45.43
163.0,12739,-46.6,-74.6,3,0.01,195,22,380.5,380.5,380.5,2016,12,02,00Z,4270,61.15,-45.43
154.0,13116,-47.3,-75.3,3,0.01,180,26,385.4,385.4,385.4,2016,12,02,00Z,4270,61.15,-45.43
150.0,13290,-47.7,-75.7,3,0.01,190,28,387.7,387.7,387.7,2016,12,02,00Z,4270,61.15,-45.43
146.0,13466,-48.1,-76.2,2,0.01,205,23,389.9,390.0,389.9,2016,12,02,00Z,4270,61.15,-45.43
135.0,13977,-49.3,-77.7,2,0.01,190,17,396.7,396.7,396.7,2016,12,02,00Z,4270,61.15,-45.43
130.0,14224,-49.9,-78.4,2,0.01,205,20,399.9,400.0,399.9,2016,12,02,00Z,4270,61.15,-45.43
125.0,14480,-50.5,-79.1,2,0.01,195,15,403.4,403.4,403.4,2016,12,02,00Z,4270,61.15,-45.43
119.0,14801,-51.2,-80.0,2,0.01,205,22,407.7,407.7,407.7,2016,12,02,00Z,4270,61.15,-45.43
113.0,15138,-52.0,-81.0,2,0.01,180,21,412.3,412.3,412.3,2016,12,02,00Z,4270,61.15,-45.43
111.0,15255,-52.3,-81.3,2,0.00,188,21,413.9,413.9,413.9,2016,12,02,00Z,4270,61.15,-45.43
108.0,15432,-52.0,-81.6,2,0.00,200,20,417.6,417.6,417.6,2016,12,02,00Z,4270,61.15,-45.43
100.0,15930,-51.3,-82.3,1,0.00,210,17,428.3,428.4,428.3,2016,12,02,00Z,4270,61.15,-45.43
95.0,16259,-52.0,-82.8,1,0.00,185,15,433.4,433.4,433.4,2016,12,02,00Z,4270,61.15,-45.43
87.0,16824,-53.1,-83.7,1,0.00,200,15,442.1,442.1,442.1,2016,12,02,00Z,4270,61.15,-45.43
85.0,16973,-53.4,-83.9,1,0.00,180,15,444.4,444.5,444.4,2016,12,02,00Z,4270,61.15,-45.43
83.0,17126,-53.7,-84.2,1,0.00,190,19,446.9,446.9,446.9,2016,12,02,00Z,4270,61.15,-45.43
80.0,17363,-54.2,-84.5,1,0.00,180,13,450.6,450.6,450.6,2016,12,02,00Z,4270,61.15,-45.43
77.0,17608,-54.7,-84.9,1,0.00,215,12,454.5,454.6,454.5,2016,12,02,00Z,4270,61.15,-45.43
72.0,18039,-55.5,-85.6,1,0.00,180,1,461.5,461.5,461.5,2016,12,02,00Z,4270,61.15,-45.43
70.0,18220,-55.9,-85.9,1,0.00,120,6,464.4,464.5,464.4,2016,12,02,00Z,4270,61.15,-45.43
63.5,18838,-56.9,-86.9,1,0.00,58,8,475.4,475.4,475.4,2016,12,02,00Z,4270,61.15,-45.43
58.0,19411,-56.9,-87.3,1,0.00,0,10,487.8,487.9,487.8,2016,12,02,00Z,4270,61.15,-45.43
54.0,19863,-56.9,-87.6,1,0.00,100,10,497.9,497.9,497.9,2016,12,02,00Z,4270,61.15,-45.43
50.0,20350,-56.9,-87.9,1,0.00,65,9,508.9,509.0,509.0,2016,12,02,00Z,4270,61.15,-45.43
49.0,20478,-56.8,-87.9,1,0.00,50,10,512.2,512.2,512.2,2016,12,02,00Z,4270,61.15,-45.43
46.0,20878,-56.4,-88.0,1,0.00,75,15,522.4,522.4,522.4,2016,12,02,00Z,4270,61.15,-45.43
45.0,21018,-56.3,-88.0,1,0.00,75,11,526.0,526.0,526.0,2016,12,02,00Z,4270,61.15,-45.43
44.0,21160,-56.1,-88.1,1,0.00,55,8,529.7,529.7,529.7,2016,12,02,00Z,4270,61.15,-45.43
43.6,21218,-56.1,-88.1,1,0.00,51,9,531.2,531.3,531.2,2016,12,02,00Z,4270,61.15,-45.43
42.0,21453,-56.5,-88.2,1,0.00,35,15,535.9,536.0,535.9,2016,12,02,00Z,4270,61.15,-45.43
39.0,21919,-57.3,-88.4,1,0.00,40,25,545.4,545.4,545.4,2016,12,02,00Z,4270,61.15,-45.43
34.0,22783,-58.8,-88.8,1,0.00,65,17,563.4,563.4,563.4,2016,12,02,00Z,4270,61.15,-45.43
33.0,22970,-59.1,-88.8,1,0.00,30,17,567.3,567.4,567.3,2016,12,02,00Z,4270,61.15,-45.43
32.0,23164,-59.4,-88.9,1,0.00,55,22,571.5,571.5,571.5,2016,12,02,00Z,4270,61.15,-45.43
30.0,23570,-60.1,-89.1,1,0.00,50,19,580.2,580.3,580.2,2016,12,02,00Z,4270,61.15,-45.43
29.7,23632,-60.3,-89.3,1,0.00,46,20,581.3,581.4,581.3,2016,12,02,00Z,4270,61.15,-45.43
29.0,23781,-60.1,-89.4,1,0.00,35,21,585.8,585.9,585.8,2016,12,02,00Z,4270,61.15,-45.43
25.4,24606,-59.1,-90.1,1,0.00,48,21,611.3,611.4,611.3,2016,12,02,00Z,4270,61.15,-45.43
25.0,24705,-59.3,-90.1,1,0.00,50,21,613.6,613.7,613.6,2016,12,02,00Z,4270,61.15,-45.43
20.0,26090,-61.7,-90.7,1,0.01,45,38,646.6,646.6,646.6,2016,12,02,00Z,4270,61.15,-45.43
14.0,28273,-66.0,-92.2,2,0.01,30,59,701.3,701.3,701.3,2016,12,02,00Z,4270,61.15,-45.43
13.7,28406,-66.3,-92.3,2,0.01,29,57,704.7,704.8,704.7,2016,12,02,00Z,4270,61.15,-45.43
12.0,29194,-69.2,-93.1,2,0.01,25,47,721.8,721.9,721.8,2016,12,02,00Z,4270,61.15,-45.43
10.0,30280,-73.1,-94.1,3,0.01,45,66,745.7,745.8,745.7,2016,12,02,00Z,4270,61.15,-45.43
9.1,30828,-74.5,-95.0,3,0.01,35,72,760.6,760.7,760.6,2016,12,02,00Z,4270,61.15,-45.43
9.0,30892,-74.7,-95.2,3,0.01,35,72,762.4,762.4,762.4,2016,12,02,00Z,4270,61.15,-45.43
8.2,31433,-76.1,-96.1,3,0.00,,,777.4,777.4,777.4,2016,12,02,00Z,4270,61.15,-45.43
8.0,31576,-75.7,-95.7,3,0.01,,,784.5,784.5,784.5,2016,12,02,00Z,4270,61.15,-45.43
1009.0,5,-4.3,-7.1,81,2.23,80,4,268.2,274.3,268.5,2016,12,02,12Z,4270,61.15,-45.43
1002.0,60,-3.3,-6.5,79,2.36,134,4,269.7,276.2,270.1,2016,12,02,12Z,4270,61.15,-45.43
1000.0,76,-3.3,-6.3,80,2.40,150,4,269.9,276.5,270.2,2016,12,02,12Z,4270,61.15,-45.43
973.0,292,-4.5,-8.7,72,2.05,113,3,270.8,276.5,271.1,2016,12,02,12Z,4270,61.15,-45.43
925.0,689,-6.9,-10.2,77,1.91,45,2,272.2,277.7,272.6,2016,12,02,12Z,4270,61.15,-45.43
922.0,714,-7.1,-10.9,74,1.81,51,2,272.3,277.5,272.6,2016,12,02,12Z,4270,61.15,-45.43
892.0,971,-8.9,-8.9,100,2.20,116,3,273.0,279.2,273.4,2016,12,02,12Z,4270,61.15,-45.43
850.0,1343,-11.3,-11.3,100,1.91,210,4,274.3,279.8,274.6,2016,12,02,12Z,4270,61.15,-45.43
831.0,1514,-12.4,-12.6,99,1.76,0,0,274.9,279.9,275.1,2016,12,02,12Z,4270,61.15,-45.43
738.0,2413,-18.5,-19.3,93,1.13,308,7,277.7,281.1,277.9,2016,12,02,12Z,4270,61.15,-45.43
734.0,2453,-18.7,-20.3,87,1.04,306,8,278.0,281.1,278.1,2016,12,02,12Z,4270,61.15,-45.43
712.0,2681,-17.7,-39.7,13,0.17,292,10,281.5,282.1,281.5,2016,12,02,12Z,4270,61.15,-45.43
708.0,2723,-17.8,-40.4,12,0.16,290,10,281.9,282.4,281.9,2016,12,02,12Z,4270,61.15,-45.43
700.0,2808,-17.9,-41.9,10,0.14,290,12,282.6,283.1,282.7,2016,12,02,12Z,4270,61.15,-45.43
659.0,3253,-20.1,-43.4,11,0.13,305,15,285.1,285.5,285.1,2016,12,02,12Z,4270,61.15,-45.43
621.0,3691,-22.2,-44.8,11,0.11,305,12,287.5,287.9,287.5,2016,12,02,12Z,4270,61.15,-45.43
600.0,3944,-23.5,-45.6,11,0.11,280,13,288.9,289.3,288.9,2016,12,02,12Z,4270,61.15,-45.43
593.0,4031,-23.9,-45.9,11,0.11,288,13,289.4,289.8,289.4,2016,12,02,12Z,4270,61.15,-45.43
582.0,4165,-24.9,-46.3,12,0.10,300,12,289.7,290.1,289.8,2016,12,02,12Z,4270,61.15,-45.43
550.0,4569,-28.1,-47.4,14,0.10,280,10,290.8,291.1,290.8,2016,12,02,12Z,4270,61.15,-45.43
536.0,4753,-29.5,-47.9,15,0.09,295,11,291.2,291.6,291.2,2016,12,02,12Z,4270,61.15,-45.43
500.0,5250,-33.3,-49.3,19,0.09,285,6,292.4,292.7,292.4,2016,12,02,12Z,4270,61.15,-45.43
448.0,6011,-39.8,-52.1,26,0.07,320,3,293.6,293.8,293.6,2016,12,02,12Z,4270,61.15,-45.43
444.0,6073,-40.3,-52.3,26,0.07,300,5,293.6,293.9,293.7,2016,12,02,12Z,4270,61.15,-45.43
428.0,6323,-41.1,-63.1,7,0.02,220,13,295.7,295.8,295.7,2016,12,02,12Z,4270,61.15,-45.43
409.0,6630,-43.4,-55.3,26,0.05,215,20,296.6,296.8,296.6,2016,12,02,12Z,4270,61.15,-45.43
400.0,6780,-44.5,-51.5,45,0.08,210,18,297.1,297.4,297.1,2016,12,02,12Z,4270,61.15,-45.43
399.0,6797,-44.5,-51.5,45,0.08,210,18,297.3,297.6,297.3,2016,12,02,12Z,4270,61.15,-45.43
388.0,6983,-45.7,-66.7,8,0.01,212,18,298.1,298.1,298.1,2016,12,02,12Z,4270,61.15,-45.43
380.0,7122,-46.3,-62.3,15,0.02,214,17,299.1,299.2,299.1,2016,12,02,12Z,4270,61.15,-45.43
376.0,7192,-46.3,-65.4,10,0.02,215,17,300.0,300.1,300.0,2016,12,02,12Z,4270,61.15,-45.43
371.0,7281,-46.3,-69.3,6,0.01,222,16,301.1,301.2,301.1,2016,12,02,12Z,4270,61.15,-45.43
362.0,7443,-46.9,-69.0,6,0.01,235,15,302.5,302.5,302.5,2016,12,02,12Z,4270,61.15,-45.43
353.0,7610,-47.5,-68.7,7,0.01,215,22,303.8,303.9,303.8,2016,12,02,12Z,4270,61.15,-45.43
333.0,7995,-48.9,-67.9,9,0.01,210,24,307.0,307.1,307.0,2016,12,02,12Z,4270,61.15,-45.43
300.0,8680,-48.9,-73.9,4,0.01,210,27,316.3,316.4,316.3,2016,12,02,12Z,4270,61.15,-45.43
264.0,9528,-47.2,-77.8,2,0.00,220,30,330.6,330.6,330.6,2016,12,02,12Z,4270,61.15,-45.43
250.0,9890,-46.5,-79.5,1,0.00,220,28,336.8,336.8,336.8,2016,12,02,12Z,4270,61.15,-45.43
220.0,10732,-47.0,-80.5,1,0.00,220,22,348.6,348.6,348.6,2016,12,02,12Z,4270,61.15,-45.43
213.0,10945,-47.1,-80.8,1,0.00,200,24,351.7,351.7,351.7,2016,12,02,12Z,4270,61.15,-45.43
200.0,11360,-47.3,-81.3,1,0.00,210,27,357.7,357.7,357.7,2016,12,02,12Z,4270,61.15,-45.43
181.0,12024,-46.3,-81.3,1,0.00,215,19,369.7,369.7,369.7,2016,12,02,12Z,4270,61.15,-45.43
179.0,12098,-46.4,-81.4,1,0.00,215,18,370.6,370.6,370.6,2016,12,02,12Z,4270,61.15,-45.43
175.0,12248,-46.7,-81.5,1,0.00,200,15,372.6,372.6,372.6,2016,12,02,12Z,4270,61.15,-45.43
171.0,12401,-47.0,-81.7,1,0.00,190,19,374.5,374.6,374.5,2016,12,02,12Z,4270,61.15,-45.43
163.0,12719,-47.6,-82.1,1,0.00,200,29,378.7,378.7,378.7,2016,12,02,12Z,4270,61.15,-45.43
150.0,13270,-48.7,-82.7,1,0.00,205,20,385.9,386.0,385.9,2016,12,02,12Z,4270,61.15,-45.43
142.0,13628,-49.0,-83.0,1,0.00,190,20,391.5,391.5,391.5,2016,12,02,12Z,4270,61.15,-45.43
132.0,14106,-49.4,-83.4,1,0.00,210,25,399.1,399.1,399.1,2016,12,02,12Z,4270,61.15,-45.43
127.0,14358,-49.6,-83.6,1,0.00,195,19,403.1,403.2,403.1,2016,12,02,12Z,4270,61.15,-45.43
121.0,14675,-49.8,-83.8,1,0.00,215,23,408.3,408.3,408.3,2016,12,02,12Z,4270,61.15,-45.43
113.0,15122,-50.2,-84.2,1,0.00,190,16,415.7,415.7,415.7,2016,12,02,12Z,4270,61.15,-45.43
108.0,15418,-50.5,-84.5,1,0.00,185,20,420.6,420.6,420.6,2016,12,02,12Z,4270,61.15,-45.43
103.0,15728,-50.7,-84.7,1,0.00,216,19,425.9,425.9,425.9,2016,12,02,12Z,4270,61.15,-45.43
100.0,15920,-50.5,-84.5,1,0.00,235,18,429.9,429.9,429.9,2016,12,02,12Z,4270,61.15,-45.43
97.0,16116,-50.8,-84.7,1,0.00,255,11,433.0,433.0,433.0,2016,12,02,12Z,4270,61.15,-45.43
96.0,16182,-50.9,-84.7,1,0.00,230,6,434.1,434.1,434.1,2016,12,02,12Z,4270,61.15,-45.43
91.0,16526,-51.5,-85.0,1,0.00,155,10,439.6,439.6,439.6,2016,12,02,12Z,4270,61.15,-45.43
90.0,16596,-51.6,-85.0,1,0.00,155,12,440.8,440.8,440.8,2016,12,02,12Z,4270,61.15,-45.43
87.0,16814,-52.0,-85.2,1,0.00,175,12,444.3,444.4,444.3,2016,12,02,12Z,4270,61.15,-45.43
83.0,17116,-52.5,-85.4,1,0.00,165,15,449.3,449.4,449.3,2016,12,02,12Z,4270,61.15,-45.43
79.0,17433,-53.0,-85.7,1,0.00,145,11,454.6,454.7,454.6,2016,12,02,12Z,4270,61.15,-45.43
76.0,17682,-53.4,-85.9,1,0.00,170,10,458.8,458.9,458.8,2016,12,02,12Z,4270,61.15,-45.43
71.0,18119,-54.1,-86.2,1,0.00,120,10,466.3,466.3,466.3,2016,12,02,12Z,4270,61.15,-45.43
70.0,18210,-54.3,-86.3,1,0.00,130,11,467.9,467.9,467.9,2016,12,02,12Z,4270,61.15,-45.43
69.0,18302,-54.5,-86.4,1,0.00,140,10,469.4,469.4,469.4,2016,12,02,12Z,4270,61.15,-45.43
61.0,19087,-56.1,-87.5,1,0.00,175,10,482.7,482.7,482.7,2016,12,02,12Z,4270,61.15,-45.43
59.0,19299,-56.5,-87.8,1,0.00,105,1,486.3,486.3,486.3,2016,12,02,12Z,4270,61.15,-45.43
55.0,19746,-57.4,-88.5,1,0.00,85,10,494.1,494.1,494.1,2016,12,02,12Z,4270,61.15,-45.43
54.7,19781,-57.5,-88.5,1,0.00,90,10,494.7,494.7,494.7,2016,12,02,12Z,4270,61.15,-45.43
53.0,19981,-57.2,-88.6,1,0.00,120,10,499.8,499.8,499.8,2016,12,02,12Z,4270,61.15,-45.43
50.0,20350,-56.7,-88.7,1,0.00,90,10,509.4,509.4,509.4,2016,12,02,12Z,4270,61.15,-45.43
48.0,20609,-56.4,-88.8,1,0.00,110,13,516.1,516.1,516.1,2016,12,02,12Z,4270,61.15,-45.43
44.7,21061,-55.9,-88.9,1,0.00,49,11,527.9,528.0,527.9,2016,12,02,12Z,4270,61.15,-45.43
44.0,21161,-56.2,-89.0,1,0.00,35,10,529.5,529.5,529.5,2016,12,02,12Z,4270,61.15,-45.43
43.0,21306,-56.7,-89.1,1,0.00,5,17,531.8,531.8,531.8,2016,12,02,12Z,4270,61.15,-45.43
39.3,21874,-58.7,-89.7,1,0.00,51,18,540.7,540.7,540.7,2016,12,02,12Z,4270,61.15,-45.43
39.0,21923,-58.6,-89.7,1,0.00,55,18,542.1,542.1,542.1,2016,12,02,12Z,4270,61.15,-45.43
37.0,22255,-58.0,-89.5,1,0.00,40,18,552.0,552.0,552.0,2016,12,02,12Z,4270,61.15,-45.43
35.0,22606,-57.3,-89.4,1,0.00,65,16,562.6,562.7,562.6,2016,12,02,12Z,4270,61.15,-45.43
32.0,23172,-56.1,-89.1,1,0.00,25,15,580.2,580.2,580.2,2016,12,02,12Z,4270,61.15,-45.43
31.9,23192,-56.1,-89.1,1,0.00,26,15,580.8,580.9,580.8,2016,12,02,12Z,4270,61.15,-45.43
30.0,23580,-57.9,-88.9,1,0.00,45,24,586.2,586.2,586.2,2016,12,02,12Z,4270,61.15,-45.43
29.0,23794,-58.9,-89.9,1,0.00,45,20,589.2,589.2,589.2,2016,12,02,12Z,4270,61.15,-45.43
28.0,24013,-59.0,-90.0,1,0.00,40,17,594.7,594.7,594.7,2016,12,02,12Z,4270,61.15,-45.43
27.0,24241,-59.2,-90.2,1,0.00,70,18,600.5,600.5,600.5,2016,12,02,12Z,4270,61.15,-45.43
26.0,24477,-59.4,-90.4,1,0.00,60,19,606.5,606.5,606.5,2016,12,02,12Z,4270,61.15,-45.43
24.0,24978,-59.7,-90.7,1,0.00,30,26,619.5,619.6,619.5,2016,12,02,12Z,4270,61.15,-45.43
20.0,26120,-60.5,-91.5,1,0.00,50,27,650.3,650.3,650.3,2016,12,02,12Z,4270,61.15,-45.43
18.3,26673,-61.3,-91.3,1,0.01,39,30,664.5,664.5,664.5,2016,12,02,12Z,4270,61.15,-45.43
17.0,27121,-63.4,-91.8,1,0.01,30,33,671.8,671.9,671.8,2016,12,02,12Z,4270,61.15,-45.43
15.0,27882,-67.0,-92.7,2,0.00,35,42,684.3,684.3,684.3,2016,12,02,12Z,4270,61.15,-45.43
14.0,28301,-69.0,-93.2,2,0.00,35,34,691.2,691.2,691.2,2016,12,02,12Z,4270,61.15,-45.43
13.3,28613,-70.5,-93.5,2,0.00,37,42,696.3,696.3,696.3,2016,12,02,12Z,4270,61.15,-45.43
12.0,29218,-72.0,-94.3,2,0.00,40,57,711.7,711.8,711.7,2016,12,02,12Z,4270,61.15,-45.43
11.0,29729,-73.3,-95.0,3,0.00,20,56,725.0,725.0,725.0,2016,12,02,12Z,4270,61.15,-45.43
10.0,30290,-74.7,-95.7,3,0.00,25,52,739.7,739.8,739.7,2016,12,02,12Z,4270,61.15,-45.43
9.7,30467,-75.1,-96.1,3,0.00,25,53,744.7,744.8,744.7,2016,12,02,12Z,4270,61.15,-45.43
9.2,30774,-74.5,-95.5,3,0.00,25,56,758.3,758.4,758.3,2016,12,02,12Z,4270,61.15,-45.43
9.0,,,,,,25,57,,,,2016,12,02,12Z,4270,61.15,-45.43
1008.0,5,-7.9,-14.9,57,1.20,0,0,264.6,268.0,264.8,2016,12,03,00Z,4270,61.15,-45.43
1007.0,12,-9.1,-14.1,67,1.28,0,1,263.5,267.1,263.7,2016,12,03,00Z,4270,61.15,-45.43
1005.0,27,-7.5,-14.5,57,1.24,0,2,265.3,268.8,265.5,2016,12,03,00Z,4270,61.15,-45.43
1000.0,64,-7.5,-15.5,53,1.15,0,4,265.6,268.9,265.8,2016,12,03,00Z,4270,61.15,-45.43
986.0,174,-6.7,-15.7,49,1.15,357,4,267.5,270.8,267.7,2016,12,03,00Z,4270,61.15,-45.43
966.0,334,-6.7,-17.7,41,0.99,353,4,269.1,272.0,269.3,2016,12,03,00Z,4270,61.15,-45.43
925.0,671,-7.9,-17.9,45,1.02,345,4,271.2,274.2,271.4,2016,12,03,00Z,4270,61.15,-45.43
903.0,858,-8.7,-16.7,52,1.15,325,3,272.3,275.6,272.5,2016,12,03,00Z,4270,61.15,-45.43
850.0,1323,-12.1,-14.8,80,1.43,275,2,273.5,277.6,273.7,2016,12,03,00Z,4270,61.15,-45.43
845.0,1368,-12.7,-14.9,84,1.43,277,3,273.3,277.4,273.5,2016,12,03,00Z,4270,61.15,-45.43
820.0,1597,-13.7,-17.4,74,1.20,286,9,274.6,278.1,274.8,2016,12,03,00Z,4270,61.15,-45.43
809.0,1700,-12.7,-26.2,31,0.56,290,11,276.7,278.5,276.8,2016,12,03,00Z,4270,61.15,-45.43
803.0,1757,-12.1,-31.1,19,0.36,291,11,277.9,279.1,278.0,2016,12,03,00Z,4270,61.15,-45.43
795.0,1833,-11.3,-34.3,13,0.26,293,10,279.6,280.5,279.6,2016,12,03,00Z,4270,61.15,-45.43
792.0,1862,-11.1,-33.1,14,0.30,293,10,280.1,281.1,280.2,2016,12,03,00Z,4270,61.15,-45.43
783.0,1950,-11.5,-32.3,16,0.33,295,10,280.6,281.7,280.7,2016,12,03,00Z,4270,61.15,-45.43
769.0,2088,-12.1,-31.1,19,0.37,288,9,281.4,282.6,281.5,2016,12,03,00Z,4270,61.15,-45.43
700.0,2801,-16.5,-34.5,20,0.29,250,5,284.2,285.2,284.2,2016,12,03,00Z,4270,61.15,-45.43
675.0,3073,-17.9,-38.9,14,0.20,238,6,285.6,286.3,285.6,2016,12,03,00Z,4270,61.15,-45.43
664.0,3196,-18.5,-30.5,34,0.46,232,7,286.2,287.8,286.3,2016,12,03,00Z,4270,61.15,-45.43
659.0,3252,-19.1,-29.1,41,0.53,230,7,286.2,287.9,286.3,2016,12,03,00Z,4270,61.15,-45.43
586.0,4113,-26.3,-31.2,63,0.49,190,11,287.6,289.2,287.7,2016,12,03,00Z,4270,61.15,-45.43
557.0,4476,-29.6,-34.3,63,0.38,185,12,287.9,289.2,288.0,2016,12,03,00Z,4270,61.15,-45.43
549.0,4580,-30.5,-35.2,63,0.35,190,12,288.0,289.2,288.1,2016,12,03,00Z,4270,61.15,-45.43
535.0,4763,-30.9,-47.9,17,0.09,198,11,289.6,290.0,289.7,2016,12,03,00Z,4270,61.15,-45.43
524.0,4910,-31.8,-49.7,15,0.08,205,10,290.3,290.6,290.3,2016,12,03,00Z,4270,61.15,-45.43
505.0,5170,-33.5,-53.0,12,0.06,195,12,291.4,291.6,291.4,2016,12,03,00Z,4270,61.15,-45.43
500.0,5240,-33.9,-53.9,11,0.05,200,12,291.6,291.8,291.7,2016,12,03,00Z,4270,61.15,-45.43
498.0,5268,-33.9,-52.9,13,0.06,204,12,292.0,292.2,292.0,2016,12,03,00Z,4270,61.15,-45.43
492.0,5353,-34.2,-45.5,31,0.13,215,13,292.6,293.1,292.6,2016,12,03,00Z,4270,61.15,-45.43
491.0,5367,-34.3,-44.3,36,0.15,214,13,292.7,293.2,292.7,2016,12,03,00Z,4270,61.15,-45.43
474.0,5612,-36.7,-44.7,43,0.15,197,13,292.7,293.2,292.7,2016,12,03,00Z,4270,61.15,-45.43
472.0,5641,-36.9,-45.0,43,0.15,195,13,292.8,293.3,292.8,2016,12,03,00Z,4270,61.15,-45.43
444.0,6060,-39.5,-49.2,35,0.10,210,17,294.6,295.0,294.7,2016,12,03,00Z,4270,61.15,-45.43
422.0,6408,-41.7,-52.7,29,0.07,208,17,296.1,296.4,296.2,2016,12,03,00Z,4270,61.15,-45.43
400.0,6770,-42.7,-55.7,23,0.05,205,18,299.4,299.6,299.4,2016,12,03,00Z,4270,61.15,-45.43
385.0,7027,-43.6,-60.3,14,0.03,195,20,301.5,301.6,301.5,2016,12,03,00Z,4270,61.15,-45.43
372.0,7258,-44.5,-64.5,9,0.02,199,23,303.3,303.4,303.3,2016,12,03,00Z,4270,61.15,-45.43
355.0,7571,-45.9,-59.9,19,0.03,205,26,305.5,305.6,305.5,2016,12,03,00Z,4270,61.15,-45.43
316.0,8345,-46.5,-67.4,7,0.01,205,28,315.1,315.1,315.1,2016,12,03,00Z,4270,61.15,-45.43
300.0,8690,-46.7,-70.7,5,0.01,190,33,319.4,319.5,319.4,2016,12,03,00Z,4270,61.15,-45.43
250.0,9890,-46.5,-76.5,2,0.00,220,23,336.8,336.8,336.8,2016,12,03,00Z,4270,61.15,-45.43
246.0,9998,-46.3,-77.3,2,0.00,215,24,338.6,338.7,338.7,2016,12,03,00Z,4270,61.15,-45.43
237.0,10245,-46.8,-78.1,2,0.00,205,27,341.6,341.6,341.6,2016,12,03,00Z,4270,61.15,-45.43
214.0,10921,-48.0,-80.4,1,0.00,220,24,349.7,349.7,349.7,2016,12,03,00Z,4270,61.15,-45.43
200.0,11370,-48.9,-81.9,1,0.00,210,24,355.2,355.2,355.2,2016,12,03,00Z,4270,61.15,-45.43
191.0,11673,-49.0,-82.2,1,0.00,205,25,359.7,359.7,359.7,2016,12,03,00Z,4270,61.15,-45.43
163.0,12714,-49.3,-83.0,1,0.00,240,21,375.8,375.9,375.8,2016,12,03,00Z,4270,61.15,-45.43
150.0,13260,-49.5,-83.5,1,0.00,210,17,384.6,384.6,384.6,2016,12,03,00Z,4270,61.15,-45.43
146.0,13436,-49.6,-83.6,1,0.00,195,14,387.4,387.4,387.4,2016,12,03,00Z,4270,61.15,-45.43
130.0,14192,-49.9,-83.9,1,0.00,210,17,399.9,399.9,399.9,2016,12,03,00Z,4270,61.15,-45.43
124.0,14499,-50.1,-84.1,1,0.00,240,13,405.0,405.1,405.0,2016,12,03,00Z,4270,61.15,-45.43
122.0,14605,-50.1,-84.1,1,0.00,230,11,406.8,406.9,406.8,2016,12,03,00Z,4270,61.15,-45.43
120.0,14713,-50.2,-84.2,1,0.00,215,14,408.7,408.7,408.7,2016,12,03,00Z,4270,61.15,-45.43
108.0,15399,-50.5,-84.5,1,0.00,220,19,420.6,420.6,420.6,2016,12,03,00Z,4270,61.15,-45.43
105.0,15582,-50.6,-84.6,1,0.00,215,15,423.8,423.8,423.8,2016,12,03,00Z,4270,61.15,-45.43
104.0,15645,-50.6,-84.6,1,0.00,230,10,424.9,424.9,424.9,2016,12,03,00Z,4270,61.15,-45.43
