PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV,year,month,day,time,station_number,station_latitude,station_longitude
1031.0,30,-0.7,-3.2,83,2.94,75,4,270.1,278.2,270.6,2016,12,01,00Z,3953,51.93,-10.25
1026.0,68,1.8,-14.2,29,1.25,73,4,272.9,276.6,273.1,2016,12,01,00Z,3953,51.93,-10.25
1025.0,75,4.4,-5.6,48,2.47,73,4,275.6,282.6,276.0,2016,12,01,00Z,3953,51.93,-10.25
1024.0,83,5.8,-4.2,49,2.75,73,3,277.1,284.9,277.5,2016,12,01,00Z,3953,51.93,-10.25
1014.0,160,7.0,-5.0,42,2.61,70,3,279.0,286.6,279.5,2016,12,01,00Z,3953,51.93,-10.25
1000.0,270,6.6,-6.4,39,2.38,65,2,279.8,286.7,280.1,2016,12,01,00Z,3953,51.93,-10.25
967.0,545,4.8,-9.2,36,1.98,93,7,280.6,286.5,281.0,2016,12,01,00Z,3953,51.93,-10.25
942.0,758,4.6,-20.4,14,0.81,115,11,282.5,285.1,282.7,2016,12,01,00Z,3953,51.93,-10.25
928.0,880,7.0,-27.0,7,0.45,127,13,286.2,287.7,286.3,2016,12,01,00Z,3953,51.93,-10.25
925.0,907,7.0,-28.0,6,0.42,130,14,286.5,287.8,286.5,2016,12,01,00Z,3953,51.93,-10.25
850.0,1599,5.6,-33.4,4,0.27,145,10,292.0,292.9,292.1,2016,12,01,00Z,3953,51.93,-10.25
807.0,2020,4.3,-34.7,4,0.25,155,16,294.9,295.8,295.0,2016,12,01,00Z,3953,51.93,-10.25
768.0,2422,3.0,-36.0,4,0.23,152,15,297.8,298.6,297.8,2016,12,01,00Z,3953,51.93,-10.25
700.0,3164,-1.9,-38.9,4,0.19,145,14,300.4,301.0,300.4,2016,12,01,00Z,3953,51.93,-10.25
677.0,3428,-4.1,-40.1,4,0.17,142,14,300.8,301.4,300.8,2016,12,01,00Z,3953,51.93,-10.25
566.0,4822,-10.7,-56.7,1,0.03,126,17,308.8,308.9,308.8,2016,12,01,00Z,3953,51.93,-10.25
500.0,5760,-18.9,-50.9,4,0.07,115,19,309.9,310.2,309.9,2016,12,01,00Z,3953,51.93,-10.25
446.0,6590,-25.2,-52.1,6,0.07,130,17,312.2,312.5,312.2,2016,12,01,00Z,3953,51.93,-10.25
400.0,7380,-31.3,-53.3,10,0.07,140,31,314.2,314.5,314.2,2016,12,01,00Z,3953,51.93,-10.25
347.0,8366,-40.1,-60.1,10,0.03,138,34,315.3,315.5,315.4,2016,12,01,00Z,3953,51.93,-10.25
300.0,9340,-48.1,-64.1,14,0.02,135,37,317.4,317.6,317.4,2016,12,01,00Z,3953,51.93,-10.25
278.0,9833,-52.2,-66.9,15,0.02,135,43,318.5,318.6,318.5,2016,12,01,00Z,3953,51.93,-10.25
250.0,10520,-57.9,-70.9,17,0.01,125,37,319.9,319.9,319.9,2016,12,01,00Z,3953,51.93,-10.25
249.0,10545,-58.1,-71.1,17,0.01,125,36,319.9,320.0,319.9,2016,12,01,00Z,3953,51.93,-10.25
227.0,11117,-59.9,-72.9,17,0.01,135,23,325.8,325.8,325.8,2016,12,01,00Z,3953,51.93,-10.25
208.0,11657,-61.5,-74.5,16,0.01,100,29,331.4,331.4,331.4,2016,12,01,00Z,3953,51.93,-10.25
200.0,11900,-62.3,-75.3,16,0.01,135,23,333.9,334.0,333.9,2016,12,01,00Z,3953,51.93,-10.25
190.0,12214,-64.4,-77.4,15,0.01,155,25,335.5,335.5,335.5,2016,12,01,00Z,3953,51.93,-10.25
186.0,12345,-65.3,-78.3,15,0.00,150,19,336.1,336.1,336.1,2016,12,01,00Z,3953,51.93,-10.25
177.0,12651,-62.0,-77.4,11,0.01,55,12,346.3,346.3,346.3,2016,12,01,00Z,3953,51.93,-10.25
171.0,12863,-59.7,-76.7,9,0.01,160,2,353.5,353.6,353.5,2016,12,01,00Z,3953,51.93,-10.25
150.0,13680,-60.7,-89.7,1,0.00,340,4,365.3,365.3,365.3,2016,12,01,00Z,3953,51.93,-10.25
100.0,16190,-62.3,-91.3,1,0.00,295,12,407.1,407.1,407.1,2016,12,01,00Z,3953,51.93,-10.25
82.3,17380,-65.9,-93.9,1,0.00,300,8,423.0,423.0,423.0,2016,12,01,00Z,3953,51.93,-10.25
70.0,18360,-65.9,-93.9,1,0.00,315,8,443.1,443.1,443.1,2016,12,01,00Z,3953,51.93,-10.25
60.0,19290,-67.0,-94.5,1,0.00,290,17,460.6,460.6,460.6,2016,12,01,00Z,3953,51.93,-10.25
54.0,19926,-67.8,-95.0,1,0.00,355,12,472.9,472.9,472.9,2016,12,01,00Z,3953,51.93,-10.25
50.0,20390,-68.3,-95.3,1,0.00,285,16,482.1,482.1,482.1,2016,12,01,00Z,3953,51.93,-10.25
49.0,20511,-68.4,-95.3,1,0.00,295,21,484.7,484.7,484.7,2016,12,01,00Z,3953,51.93,-10.25
44.0,21156,-68.8,-95.5,1,0.00,330,19,498.8,498.8,498.8,2016,12,01,00Z,3953,51.93,-10.25
34.0,22700,-69.8,-96.0,1,0.00,285,19,534.3,534.3,534.3,2016,12,01,00Z,3953,51.93,-10.25
30.0,23450,-70.3,-96.3,1,0.00,315,19,552.4,552.5,552.4,2016,12,01,00Z,3953,51.93,-10.25
29.0,23651,-70.4,-96.4,1,0.00,305,16,557.5,557.5,557.5,2016,12,01,00Z,3953,51.93,-10.25
27.0,24074,-70.7,-96.7,1,0.00,275,25,568.3,568.3,568.3,2016,12,01,00Z,3953,51.93,-10.25
24.0,24771,-71.1,-97.1,1,0.00,300,23,586.6,586.6,586.6,2016,12,01,00Z,3953,51.93,-10.25
20.0,25850,-71.7,-97.7,1,0.00,285,39,616.0,616.0,616.0,2016,12,01,00Z,3953,51.93,-10.25
19.0,26153,-71.7,-97.7,1,0.00,290,45,625.1,625.1,625.1,2016,12,01,00Z,3953,51.93,-10.25
15.1,27508,-71.7,-97.7,1,0.00,279,50,667.5,667.5,667.5,2016,12,01,00Z,3953,51.93,-10.25
12.9,28445,-68.1,-95.1,1,0.00,272,54,710.7,710.8,710.7,2016,12,01,00Z,3953,51.93,-10.25
10.0,29980,-66.3,-94.3,1,0.01,260,60,771.0,771.1,771.1,2016,12,01,00Z,3953,51.93,-10.25
8.4,31036,-66.3,-94.3,1,0.01,263,85,810.4,810.5,810.4,2016,12,01,00Z,3953,51.93,-10.25
7.4,31810,-62.5,-91.5,1,0.01,265,103,855.8,855.9,855.8,2016,12,01,00Z,3953,51.93,-10.25
7.0,,,,,,265,103,,,,2016,12,01,00Z,3953,51.93,-10.25
1029.0,30,8.0,5.4,84,5.49,0,0,278.9,294.0,279.8,2016,12,01,12Z,3953,51.93,-10.25
1023.0,76,14.6,1.6,41,4.22,27,1,285.9,298.1,286.6,2016,12,01,12Z,3953,51.93,-10.25
1017.0,123,8.8,3.8,71,4.97,53,2,280.6,294.5,281.4,2016,12,01,12Z,3953,51.93,-10.25
1000.0,255,7.6,4.0,78,5.12,130,6,280.8,295.1,281.6,2016,12,01,12Z,3953,51.93,-10.25
985.0,379,6.4,3.9,84,5.16,142,7,280.8,295.2,281.6,2016,12,01,12Z,3953,51.93,-10.25
934.0,814,3.0,2.5,97,4.93,183,13,281.6,295.4,282.4,2016,12,01,12Z,3953,51.93,-10.25
925.0,892,2.4,2.0,97,4.80,190,14,281.8,295.3,282.6,2016,12,01,12Z,3953,51.93,-10.25
875.0,1340,0.4,0.0,97,4.41,185,19,284.2,296.8,285.0,2016,12,01,12Z,3953,51.93,-10.25
874.0,1349,0.4,0.0,97,4.40,185,19,284.3,296.9,285.0,2016,12,01,12Z,3953,51.93,-10.25
872.0,1368,2.0,1.3,95,4.84,184,19,286.1,300.0,287.0,2016,12,01,12Z,3953,51.93,-10.25
855.0,1526,0.0,-10.0,47,2.10,181,13,285.6,292.0,286.0,2016,12,01,12Z,3953,51.93,-10.25
850.0,1573,-0.3,-14.3,34,1.49,180,12,285.8,290.4,286.1,2016,12,01,12Z,3953,51.93,-10.25
839.0,1677,-0.1,-22.1,17,0.78,153,16,287.1,289.6,287.2,2016,12,01,12Z,3953,51.93,-10.25
834.0,1725,0.0,-22.9,16,0.73,140,17,287.7,290.1,287.8,2016,12,01,12Z,3953,51.93,-10.25
811.0,1949,0.6,-26.4,11,0.55,145,18,290.6,292.5,290.7,2016,12,01,12Z,3953,51.93,-10.25
800.0,2059,1.8,-26.2,10,0.57,147,18,293.1,294.9,293.1,2016,12,01,12Z,3953,51.93,-10.25
797.0,2089,3.2,-25.8,10,0.59,148,18,294.9,296.9,295.0,2016,12,01,12Z,3953,51.93,-10.25
700.0,3131,-1.3,-44.3,2,0.11,170,19,301.0,301.4,301.0,2016,12,01,12Z,3953,51.93,-10.25
689.0,3257,-1.9,-45.9,2,0.09,174,21,301.7,302.1,301.7,2016,12,01,12Z,3953,51.93,-10.25
687.0,3280,-2.1,-45.9,2,0.09,175,21,301.8,302.1,301.8,2016,12,01,12Z,3953,51.93,-10.25
610.0,4210,-9.5,-45.5,4,0.11,156,24,303.6,304.1,303.7,2016,12,01,12Z,3953,51.93,-10.25
567.0,4772,-11.9,-55.8,1,0.04,145,25,307.2,307.3,307.2,2016,12,01,12Z,3953,51.93,-10.25
561.0,4853,-12.3,-57.3,1,0.03,146,26,307.7,307.8,307.7,2016,12,01,12Z,3953,51.93,-10.25
500.0,5720,-19.7,-62.7,1,0.02,160,29,309.0,309.0,309.0,2016,12,01,12Z,3953,51.93,-10.25
400.0,7330,-32.5,-66.5,2,0.01,165,33,312.7,312.7,312.7,2016,12,01,12Z,3953,51.93,-10.25
353.0,8198,-40.1,-67.1,4,0.01,163,35,313.8,313.9,313.8,2016,12,01,12Z,3953,51.93,-10.25
300.0,9290,-48.7,-70.7,6,0.01,160,37,316.6,316.6,316.6,2016,12,01,12Z,3953,51.93,-10.25
250.0,10470,-56.3,-72.3,12,0.01,165,41,322.2,322.3,322.2,2016,12,01,12Z,3953,51.93,-10.25
248.0,10520,-56.6,-72.4,12,0.01,165,41,322.6,322.6,322.6,2016,12,01,12Z,3953,51.93,-10.25
217.0,11356,-61.3,-74.3,16,0.01,185,29,327.8,327.8,327.8,2016,12,01,12Z,3953,51.93,-10.25
200.0,11860,-61.3,-75.3,14,0.01,165,19,335.5,335.6,335.5,2016,12,01,12Z,3953,51.93,-10.25
192.0,12115,-60.6,-77.9,9,0.00,165,19,340.5,340.5,340.5,2016,12,01,12Z,3953,51.93,-10.25
183.0,12415,-59.9,-81.0,5,0.00,195,12,346.4,346.5,346.4,2016,12,01,12Z,3953,51.93,-10.25
172.0,12802,-58.9,-84.9,2,0.00,212,11,354.3,354.3,354.3,2016,12,01,12Z,3953,51.93,-10.25
150.0,13660,-59.7,-89.7,1,0.00,250,10,367.0,367.0,367.0,2016,12,01,12Z,3953,51.93,-10.25
139.0,14133,-60.1,-90.0,1,0.00,300,10,374.3,374.3,374.3,2016,12,01,12Z,3953,51.93,-10.25
122.0,14944,-60.9,-90.4,1,0.00,255,16,387.1,387.1,387.1,2016,12,01,12Z,3953,51.93,-10.25
100.0,16180,-62.1,-91.1,1,0.00,290,10,407.5,407.5,407.5,2016,12,01,12Z,3953,51.93,-10.25
95.7,16450,-62.3,-91.3,1,0.00,302,11,412.2,412.2,412.2,2016,12,01,12Z,3953,51.93,-10.25
86.2,17087,-66.7,-93.7,1,0.00,330,14,415.9,415.9,415.9,2016,12,01,12Z,3953,51.93,-10.25
84.0,17243,-66.1,-93.3,1,0.00,320,8,420.1,420.1,420.1,2016,12,01,12Z,3953,51.93,-10.25
75.0,17931,-63.7,-91.7,1,0.00,311,11,439.0,439.0,439.0,2016,12,01,12Z,3953,51.93,-10.25
70.0,18350,-65.7,-93.7,1,0.00,305,14,443.5,443.5,443.5,2016,12,01,12Z,3953,51.93,-10.25
65.0,18799,-66.0,-93.7,1,0.00,290,17,452.4,452.4,452.4,2016,12,01,12Z,3953,51.93,-10.25
62.0,19086,-66.1,-93.8,1,0.00,340,19,458.2,458.2,458.2,2016,12,01,12Z,3953,51.93,-10.25
57.0,19596,-66.4,-93.8,1,0.00,310,21,468.6,468.6,468.6,2016,12,01,12Z,3953,51.93,-10.25
54.0,19923,-66.6,-93.8,1,0.00,355,14,475.5,475.5,475.5,2016,12,01,12Z,3953,51.93,-10.25
52.0,20152,-66.8,-93.9,1,0.00,320,2,480.3,480.3,480.3,2016,12,01,12Z,3953,51.93,-10.25
50.0,20390,-66.9,-93.9,1,0.00,255,12,485.4,485.4,485.4,2016,12,01,12Z,3953,51.93,-10.25
48.0,20637,-66.8,-94.2,1,0.00,265,23,491.3,491.3,491.3,2016,12,01,12Z,3953,51.93,-10.25
45.4,20973,-66.7,-94.7,1,0.00,278,18,499.5,499.5,499.5,2016,12,01,12Z,3953,51.93,-10.25
43.0,21298,-68.1,-95.7,1,0.00,290,14,503.9,503.9,503.9,2016,12,01,12Z,3953,51.93,-10.25
39.7,21777,-70.1,-97.1,1,0.00,275,19,510.4,510.4,510.4,2016,12,01,12Z,3953,51.93,-10.25
38.0,22037,-70.2,-97.0,1,0.00,300,25,516.7,516.7,516.7,2016,12,01,12Z,3953,51.93,-10.25
35.0,22525,-70.3,-96.8,1,0.00,285,21,528.7,528.7,528.7,2016,12,01,12Z,3953,51.93,-10.25
32.0,23057,-70.4,-96.6,1,0.00,320,23,542.1,542.1,542.1,2016,12,01,12Z,3953,51.93,-10.25
30.0,23440,-70.5,-96.5,1,0.00,295,17,551.9,551.9,551.9,2016,12,01,12Z,3953,51.93,-10.25
26.3,24225,-68.7,-95.7,1,0.00,293,21,578.1,578.1,578.1,2016,12,01,12Z,3953,51.93,-10.25
20.6,25676,-72.3,-98.3,1,0.00,290,26,609.0,609.0,609.0,2016,12,01,12Z,3953,51.93,-10.25
20.0,25850,-71.5,-97.5,1,0.00,290,27,616.6,616.6,616.6,2016,12,01,12Z,3953,51.93,-10.25
17.0,26814,-71.3,-97.3,1,0.00,280,23,646.6,646.7,646.6,2016,12,01,12Z,3953,51.93,-10.25
12.9,28452,-70.9,-96.9,1,0.00,280,49,701.0,701.0,701.0,2016,12,01,12Z,3953,51.93,-10.25
10.0,29980,-67.1,-94.1,1,0.01,280,72,768.1,768.1,768.1,2016,12,01,12Z,3953,51.93,-10.25
6.0,33128,-58.9,-88.7,1,0.03,265,122,924.0,924.4,924.1,2016,12,01,12Z,3953,51.93,-10.25
5.8,33337,-58.4,-88.3,1,0.03,265,122,935.4,935.8,935.4,2016,12,01,12Z,3953,51.93,-10.25
5.7,33444,-58.1,-88.1,1,0.03,,,941.3,941.7,941.3,2016,12,01,12Z,3953,51.93,-10.25
1026.0,30,8.6,5.5,81,5.55,115,8,279.7,295.1,280.6,2016,12,02,00Z,3953,51.93,-10.25
1020.0,76,12.6,-0.4,41,3.66,114,9,284.1,294.7,284.8,2016,12,02,00Z,3953,51.93,-10.25
1016.0,107,9.4,3.4,66,4.83,113,9,281.3,294.9,282.1,2016,12,02,00Z,3953,51.93,-10.25
1000.0,230,8.4,4.0,74,5.12,110,12,281.6,295.9,282.4,2016,12,02,00Z,3953,51.93,-10.25
925.0,868,3.0,2.4,96,4.94,170,19,282.4,296.3,283.2,2016,12,02,00Z,3953,51.93,-10.25
916.0,947,2.6,2.1,97,4.88,182,22,282.8,296.6,283.6,2016,12,02,00Z,3953,51.93,-10.25
902.0,1072,4.7,2.3,85,5.03,200,25,286.1,300.5,287.0,2016,12,02,00Z,3953,51.93,-10.25
901.0,1081,4.8,2.3,84,5.04,200,25,286.4,300.8,287.2,2016,12,02,00Z,3953,51.93,-10.25
858.0,1479,3.2,-0.3,78,4.38,192,17,288.7,301.5,289.5,2016,12,02,00Z,3953,51.93,-10.25
850.0,1555,2.8,-1.6,73,4.02,190,16,289.1,300.9,289.8,2016,12,02,00Z,3953,51.93,-10.25
813.0,1914,0.8,-6.2,59,2.97,194,13,290.6,299.6,291.2,2016,12,02,00Z,3953,51.93,-10.25
796.0,2084,0.4,-10.6,43,2.15,196,11,292.0,298.6,292.4,2016,12,02,00Z,3953,51.93,-10.25
781.0,2237,1.8,-30.2,7,0.40,198,10,295.1,296.4,295.1,2016,12,02,00Z,3953,51.93,-10.25
730.0,2776,-1.2,-35.7,5,0.25,205,6,297.5,298.4,297.6,2016,12,02,00Z,3953,51.93,-10.25
700.0,3111,-3.1,-39.1,4,0.19,200,6,299.0,299.7,299.1,2016,12,02,00Z,3953,51.93,-10.25
549.0,4985,-16.1,-59.1,1,0.02,193,11,305.1,305.2,305.1,2016,12,02,00Z,3953,51.93,-10.25
500.0,5680,-21.9,-55.9,3,0.04,190,14,306.3,306.4,306.3,2016,12,02,00Z,3953,51.93,-10.25
400.0,7290,-33.5,-66.5,2,0.01,175,21,311.4,311.4,311.4,2016,12,02,00Z,3953,51.93,-10.25
396.0,7359,-34.0,-66.8,2,0.01,175,23,311.6,311.6,311.6,2016,12,02,00Z,3953,51.93,-10.25
354.0,8133,-40.1,-70.1,3,0.01,179,24,313.6,313.6,313.6,2016,12,02,00Z,3953,51.93,-10.25
300.0,9240,-48.3,-69.3,7,0.01,185,25,317.2,317.2,317.2,2016,12,02,00Z,3953,51.93,-10.25
297.0,9305,-48.8,-69.5,7,0.01,190,25,317.4,317.5,317.4,2016,12,02,00Z,3953,51.93,-10.25
250.0,10420,-56.5,-72.5,12,0.01,200,17,321.9,322.0,321.9,2016,12,02,00Z,3953,51.93,-10.25
219.0,11248,-60.9,-73.9,16,0.01,195,17,327.6,327.6,327.6,2016,12,02,00Z,3953,51.93,-10.25
200.0,11810,-60.1,-74.1,14,0.01,210,17,337.4,337.5,337.4,2016,12,02,00Z,3953,51.93,-10.25
179.0,12511,-55.5,-81.5,3,0.00,187,14,355.8,355.8,355.8,2016,12,02,00Z,3953,51.93,-10.25
177.0,12582,-55.7,-82.0,2,0.00,185,14,356.6,356.6,356.6,2016,12,02,00Z,3953,51.93,-10.25
162.0,13143,-57.4,-85.7,2,0.00,235,2,362.9,362.9,362.9,2016,12,02,00Z,3953,51.93,-10.25
150.0,13630,-58.9,-88.9,1,0.00,245,6,368.4,368.4,368.4,2016,12,02,00Z,3953,51.93,-10.25
112.0,15453,-60.6,-89.9,1,0.00,310,12,397.2,397.2,397.2,2016,12,02,00Z,3953,51.93,-10.25
100.0,16160,-61.3,-90.3,1,0.00,260,10,409.0,409.0,409.0,2016,12,02,00Z,3953,51.93,-10.25
91.0,16740,-63.7,-92.0,1,0.00,290,17,415.4,415.4,415.4,2016,12,02,00Z,3953,51.93,-10.25
87.6,16974,-64.7,-92.7,1,0.00,335,14,418.0,418.0,418.0,2016,12,02,00Z,3953,51.93,-10.25
87.0,17015,-64.7,-92.7,1,0.00,345,14,418.8,418.8,418.8,2016,12,02,00Z,3953,51.93,-10.25
70.0,18340,-64.9,-92.9,1,0.00,330,10,445.2,445.2,445.2,2016,12,02,00Z,3953,51.93,-10.25
67.0,18606,-64.9,-92.9,1,0.00,295,10,450.7,450.7,450.7,2016,12,02,00Z,3953,51.93,-10.25
64.0,18885,-65.0,-93.0,1,0.00,260,16,456.6,456.6,456.6,2016,12,02,00Z,3953,51.93,-10.25
55.8,19719,-65.1,-93.1,1,0.00,310,24,474.5,474.6,474.5,2016,12,02,00Z,3953,51.93,-10.25
55.0,19806,-65.6,-93.4,1,0.00,315,25,475.4,475.4,475.4,2016,12,02,00Z,3953,51.93,-10.25
50.8,20285,-68.3,-95.3,1,0.00,320,10,479.9,479.9,479.9,2016,12,02,00Z,3953,51.93,-10.25
50.0,20380,-68.3,-95.3,1,0.00,310,12,482.1,482.1,482.1,2016,12,02,00Z,3953,51.93,-10.25
41.0,21571,-67.0,-94.0,1,0.00,300,17,513.5,513.5,513.5,2016,12,02,00Z,3953,51.93,-10.25
40.3,21675,-66.9,-93.9,1,0.00,321,17,516.3,516.3,516.3,2016,12,02,00Z,3953,51.93,-10.25
39.0,21871,-67.2,-94.2,1,0.00,0,16,520.3,520.3,520.3,2016,12,02,00Z,3953,51.93,-10.25
34.0,22691,-68.6,-95.6,1,0.00,290,19,537.4,537.4,537.4,2016,12,02,00Z,3953,51.93,-10.25
31.0,23244,-69.6,-96.6,1,0.00,320,23,549.3,549.3,549.3,2016,12,02,00Z,3953,51.93,-10.25
30.0,23440,-69.9,-96.9,1,0.00,320,19,553.5,553.5,553.5,2016,12,02,00Z,3953,51.93,-10.25
26.0,24292,-71.0,-97.5,1,0.00,290,25,573.5,573.5,573.5,2016,12,02,00Z,3953,51.93,-10.25
22.0,25286,-72.3,-98.3,1,0.00,293,25,597.7,597.7,597.7,2016,12,02,00Z,3953,51.93,-10.25
20.0,25850,-72.3,-98.3,1,0.00,295,25,614.2,614.2,614.2,2016,12,02,00Z,3953,51.93,-10.25
16.3,27053,-70.9,-96.9,1,0.00,292,38,655.7,655.7,655.7,2016,12,02,00Z,3953,51.93,-10.25
15.1,27501,-73.7,-98.7,1,0.00,291,43,660.9,660.9,660.9,2016,12,02,00Z,3953,51.93,-10.25
12.4,28657,-70.5,-96.5,1,0.00,288,56,710.4,710.4,710.4,2016,12,02,00Z,3953,51.93,-10.25
10.9,29414,-73.3,-99.3,1,0.00,286,64,726.8,726.9,726.8,2016,12,02,00Z,3953,51.93,-10.25
10.0,29920,-70.9,-96.9,1,0.00,285,70,753.9,754.0,753.9,2016,12,02,00Z,3953,51.93,-10.25
8.0,31267,-65.7,-93.6,1,0.01,275,95,824.2,824.4,824.2,2016,12,02,00Z,3953,51.93,-10.25
7.7,31498,-64.8,-93.1,1,0.01,275,95,836.9,837.0,836.9,2016,12,02,00Z,3953,51.93,-10.25
7.1,31988,-62.9,-91.9,1,0.01,275,89,864.3,864.5,864.3,2016,12,02,00Z,3953,51.93,-10.25
7.0,,,,,,275,87,,,,2016,12,02,00Z,3953,51.93,-10.25
1024.0,30,8.4,4.5,76,5.18,100,8,279.6,294.1,280.5,2016,12,02,12Z,3953,51.93,-10.25
1015.0,99,9.0,-4.0,40,2.81,100,10,280.9,289.1,281.4,2016,12,02,12Z,3953,51.93,-10.25
1014.0,106,8.0,-2.0,49,3.27,100,10,280.0,289.4,280.6,2016,12,02,12Z,3953,51.93,-10.25
1000.0,214,7.2,1.2,66,4.19,100,14,280.4,292.2,281.1,2016,12,02,12Z,3953,51.93,-10.25
931.0,798,4.0,0.7,79,4.34,82,5,282.9,295.2,283.6,2016,12,02,12Z,3953,51.93,-10.25
925.0,851,4.0,0.7,79,4.37,80,4,283.4,295.9,284.1,2016,12,02,12Z,3953,51.93,-10.25
916.0,930,3.9,-0.0,75,4.18,35,8,284.1,296.1,284.8,2016,12,02,12Z,3953,51.93,-10.25
888.0,1183,3.6,-2.4,65,3.63,50,9,286.3,296.9,286.9,2016,12,02,12Z,3953,51.93,-10.25
850.0,1536,0.4,-3.5,75,3.49,70,12,286.6,296.8,287.2,2016,12,02,12Z,3953,51.93,-10.25
828.0,1746,-1.3,-4.1,81,3.42,97,11,286.9,296.9,287.5,2016,12,02,12Z,3953,51.93,-10.25
821.0,1814,0.8,-25.2,12,0.61,105,10,289.8,291.8,289.9,2016,12,02,12Z,3953,51.93,-10.25
813.0,1892,0.9,-27.8,10,0.48,115,10,290.8,292.4,290.9,2016,12,02,12Z,3953,51.93,-10.25
795.0,2072,1.2,-33.8,5,0.28,110,9,292.9,293.9,293.0,2016,12,02,12Z,3953,51.93,-10.25
700.0,3084,-4.3,-46.3,2,0.09,80,6,297.7,298.0,297.7,2016,12,02,12Z,3953,51.93,-10.25
696.0,3129,-4.4,-47.2,2,0.08,75,8,298.1,298.4,298.1,2016,12,02,12Z,3953,51.93,-10.25
685.0,3254,-4.7,-49.7,2,0.06,83,8,299.1,299.3,299.1,2016,12,02,12Z,3953,51.93,-10.25
589.0,4423,-12.7,-52.7,2,0.05,158,7,303.0,303.2,303.0,2016,12,02,12Z,3953,51.93,-10.25
524.0,5303,-19.5,-32.5,31,0.48,217,6,305.1,306.8,305.2,2016,12,02,12Z,3953,51.93,-10.25
500.0,5650,-21.5,-41.5,15,0.20,240,6,306.8,307.5,306.8,2016,12,02,12Z,3953,51.93,-10.25
465.0,6178,-25.5,-44.5,15,0.16,295,2,308.2,308.8,308.2,2016,12,02,12Z,3953,51.93,-10.25
434.0,6679,-29.3,-47.3,16,0.12,239,9,309.5,310.0,309.6,2016,12,02,12Z,3953,51.93,-10.25
421.0,6896,-30.1,-52.2,10,0.07,215,12,311.2,311.5,311.2,2016,12,02,12Z,3953,51.93,-10.25
409.0,7102,-30.9,-56.9,6,0.04,212,11,312.8,312.9,312.8,2016,12,02,12Z,3953,51.93,-10.25
400.0,7260,-32.3,-56.3,7,0.05,210,10,312.9,313.1,312.9,2016,12,02,12Z,3953,51.93,-10.25
351.0,8163,-40.1,-47.1,47,0.16,210,10,314.3,314.9,314.3,2016,12,02,12Z,3953,51.93,-10.25
300.0,9210,-49.3,-55.3,49,0.07,210,10,315.8,316.0,315.8,2016,12,02,12Z,3953,51.93,-10.25
250.0,10380,-59.3,-66.3,40,0.02,205,16,317.8,317.9,317.8,2016,12,02,12Z,3953,51.93,-10.25
237.0,10713,-61.0,-67.3,43,0.02,180,10,320.1,320.2,320.1,2016,12,02,12Z,3953,51.93,-10.25
232.0,10846,-61.7,-67.7,45,0.02,175,16,321.0,321.1,321.0,2016,12,02,12Z,3953,51.93,-10.25
228.0,10955,-60.8,-68.4,36,0.02,185,23,324.0,324.1,324.0,2016,12,02,12Z,3953,51.93,-10.25
213.0,11381,-57.1,-71.1,15,0.01,203,16,336.1,336.1,336.1,2016,12,02,12Z,3953,51.93,-10.25
200.0,11780,-57.5,-77.5,6,0.00,220,10,341.6,341.6,341.6,2016,12,02,12Z,3953,51.93,-10.25
191.0,12071,-56.5,-80.5,3,0.00,266,7,347.7,347.7,347.7,2016,12,02,12Z,3953,51.93,-10.25
174.0,12661,-56.4,-83.7,2,0.00,0,0,357.2,357.2,357.2,2016,12,02,12Z,3953,51.93,-10.25
167.0,12921,-56.4,-85.2,2,0.00,215,8,361.5,361.5,361.5,2016,12,02,12Z,3953,51.93,-10.25
158.0,13272,-56.3,-87.1,1,0.00,295,8,367.4,367.4,367.4,2016,12,02,12Z,3953,51.93,-10.25
157.0,13312,-56.3,-87.3,1,0.00,280,8,368.1,368.1,368.1,2016,12,02,12Z,3953,51.93,-10.25
150.0,13600,-57.3,-87.3,1,0.00,170,6,371.1,371.2,371.1,2016,12,02,12Z,3953,51.93,-10.25
120.0,14992,-60.0,-89.5,1,0.00,215,8,390.5,390.6,390.6,2016,12,02,12Z,3953,51.93,-10.25
100.0,16130,-62.3,-91.3,1,0.00,355,6,407.1,407.1,407.1,2016,12,02,12Z,3953,51.93,-10.25
88.0,16916,-61.6,-90.6,1,0.00,355,12,423.6,423.6,423.6,2016,12,02,12Z,3953,51.93,-10.25
84.0,17203,-61.4,-90.4,1,0.00,0,0,429.7,429.7,429.7,2016,12,02,12Z,3953,51.93,-10.25
79.4,17549,-61.1,-90.1,1,0.00,340,3,437.3,437.3,437.3,2016,12,02,12Z,3953,51.93,-10.25
70.0,18320,-64.7,-92.7,1,0.00,295,10,445.6,445.6,445.6,2016,12,02,12Z,3953,51.93,-10.25
66.0,18679,-65.7,-93.7,1,0.00,300,12,451.0,451.0,451.0,2016,12,02,12Z,3953,51.93,-10.25
63.0,18962,-65.5,-93.5,1,0.00,310,17,457.4,457.4,457.4,2016,12,02,12Z,3953,51.93,-10.25
52.8,20038,-64.9,-92.9,1,0.00,351,19,482.6,482.6,482.6,2016,12,02,12Z,3953,51.93,-10.25
52.0,20131,-65.2,-93.2,1,0.00,355,19,483.9,483.9,483.9,2016,12,02,12Z,3953,51.93,-10.25
